UID,Company Name,Basisnaam,Salesnav,tRIfINACN,Textkernal ,Bizzy,Company Website,Company Domain,Domein,Company Industry,Company Specialities,Company Employee Count,Company Employee Range,Company Location,Company Linkedin URL,Company Type,Company Year Founded,Company Profile Picture,Company Description,In List?
SN115,Vandemoortele,vandemoortele,Salesnav,TriFinance,#N/A,#N/A,http://www.vandemoortele.com,www.vandemoortele.com,vandemoortele,Food and Beverage Manufacturing,"high quality food products, Plant-Based Food Solutions, margarines, culinary oils and fats, Bakery Products",2153,1001 to 5000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/16280,Privately Held,1899,https://media.licdn.com/dms/image/v2/C4E0BAQEDvSqSWHCeHw/company-logo_400_400/company-logo_400_400/0/1631321149190?e=1733961600&v=beta&t=bEz0gvlBDKXd_CKb8K_3-42BkLsaKRuqa-87JmAWSwc,"Vandemoortele was founded in 1899 as a Belgian family business, and has continued to grow and develop ever since. Over the last two decades, we became a European food company with leading positions in two business lines: Bakery Products (BP) and Plant-Based Food Solutions. We are known for supplying innovative and high-quality products. In our two business lines we aim to meet and exceed customer expectations in terms of taste, quality, convenience and value for money.

In 2023, Vandemoortele realised a turnover of around EUR 1.9 billion with 4,080 associates (permanent and temporary). The Vandemoortele Group headquarters are located in Ghent, Belgium. We have commercial offices in 12 European countries, as well as in the United States and Asia. We operate in 29 high-quality production sites all over Europe, in order to ensure proximity to all our key markets. We export from Europe to 72 countries worldwide.

Big challenges the world faces, like the climate crisis, are becoming ever more critical. Vandemoortele wants to be a part of the solution. We believe that sustainability is an important driver for our business performance, and we see it as the only right way to create long-term value for all our stakeholders. Our Corporate Sustainability Strategy 2021-2025 provides a strong foundation for all our actions, and places sustainability at the heart of our business.

We are dedicated to ensuring healthy, safe, and inclusive workplaces. We encourage the development and personal growth of our people, and appreciate the value of a diverse work force. All our associates are given equal opportunities to flourish in their jobs and achieve their goals. We also cooperate constructively with our suppliers, and reach out to local communities in order to generate a positive social impact. Vandemoortele lives by three corporate values: respect, ambition and cooperation. These both lie at the core of our corporate culture.",Yes
SN116,Vandersanden,vandersanden,Salesnav,,#N/A,#N/A,https://www.vandersanden.com,www.vandersanden.com,vandersanden,Building Materials,"hand-moulded bricks, water-struck bricks, formback bricks, pavers,  Esoleren (insulated brick solution with E-Board), Signa, facing bricks, wirecut bricks, formback clay pavers, wirecut clay pavers, Brick Solutions, ZERO (Jointfree facing bricks), E-Board",423,501 to 1000,"Bilzen, Flemish Region, Belgium",https://www.linkedin.com/company/453236,Privately Held,1925,https://media.licdn.com/dms/image/v2/C4D0BAQGnorEbJMs6Og/company-logo_400_400/company-logo_400_400/0/1631325278067?e=1733961600&v=beta&t=ysXcgLIAojJhrYkJZYlUCudb4dMsXCJ5l9V6uaGPiS4,"Welcome to Vandersanden!
If you're looking for a wide range of facing bricks, facade systems, brick slips, and pavers, you've come to the right place. But we offer more – much more. As a committed construction partner, we want your projects to be the absolute best they can be. That's why we offer you inspiration, useful tools, and accurate advice. Step into our world and benefit from more than a century of knowledge and experience. We'd be happy to guide you, because together we build greatness.

Vandersanden is committed to being completely CO2 neutral by 2050. A promise that inextricably links us to further sustainability of our processes, products - including production methods - and factories. Together we build a healthy, safe and sustainable environment for future generations.",Yes
SN117,Volvo Car Gent,volvocargent,Salesnav,TriFinance,#N/A,#N/A,http://www.volvocars.com/career,www.volvocars.com,volvocars,Automotive,"Automotive, Technology, Engineering, R&D, People, Environment, Automation",1081,5001 to 10000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/5384,Public Company,1927,https://media.licdn.com/dms/image/v2/C4D0BAQHyxaaOPwXXTQ/company-logo_400_400/company-logo_400_400/0/1632476098847/volvo_cars_gent_logo?e=1733961600&v=beta&t=T1v9KBdt-gfEEaSFzMiHF9SyzzV6N7qWgogXV47NlmA,"At Volvo, everything we do starts with people. So our mission to make people’s lives easier, safer and better is something that comes naturally to us. It’s the Volvo way. Today, we’re still as focused as ever on our three core values: safety, quality and care for the environment. Protecting what’s important. Making people feel special. And taking pride in helping the world become a better place for all.

Volvo has been in operation since 1927. Today, Volvo Cars is one of the most well-known and respected car brands in the world, with sales of 534,332 cars in 2016 in about 100 countries. It formed part of the Swedish Volvo Group until 1999, when the company was bought by Ford Motor Company of the US. Volvo Cars has been under the ownership of the Zhejiang Geely Holding (Geely Holding) of China since 2010.",Yes
SN118,Vpk Group,vpkgroup,Salesnav,,#N/A,#N/A,http://www.vpkgroup.com,www.vpkgroup.com,vpkgroup,Paper and Forest Product Manufacturing,"Paper, Solid board, Packaging, Tubes/cores, Edge Protectors, corrugated packaging",754,5001 to 10000,"Aalst, Flemish Region, Belgium",https://www.linkedin.com/company/86739,Privately Held,1935,https://media.licdn.com/dms/image/v2/C4D0BAQHLwHgQItE4Fg/company-logo_400_400/company-logo_400_400/0/1630579553515/vpk_group_logo?e=1733961600&v=beta&t=DPlXuaZK9kjvgAnbfcxvJTmsM8H-m2_EGX01tisOqnc,"VPK Group is a leading European packaging group, developing and producing innovative, protective and logistical solutions and making maximum use of recycled fibres. As a service organisation VPK attaches great importance to our customers’ specific needs.

VPK Group offers its customers tailor-made solutions in corrugated board and solid board packaging, tubes/cores and edge protectors. In every one of these market segments VPK stands for dependable quality products at competitive prices. This allows us to continue to occupy a strong market position across the range.",Yes
SN119,Vynova Group,vynovagroup,Salesnav,TriFinance,#N/A,#N/A,http://www.vynova-group.com,www.vynova-group.com,vynova-group,Chemical Manufacturing,"Chemicals, Plastics, Polymers, Chemical Production, Plastics Production, Polymers Production, PVC, KOH, Potassium Hydroxide, Potassium Carbonate, K2CO3, Potassium Derivatives, Caustic Soda, NaOH, Hydrochloric Acid, HCl, Sodium Hypochlorite, NaOCl, Chlor-Alkali",581,1001 to 5000,"Tessenderlo, Flemish Region, Belgium",https://www.linkedin.com/company/14975653,Privately Held,2015,https://media.licdn.com/dms/image/v2/C4D0BAQHyRMDroeDAPA/company-logo_400_400/company-logo_400_400/0/1631359310867?e=1733961600&v=beta&t=L1fWTotEqJ1OeEvfg8eZ4hbN5ecBq6Ednn5hnhmemGI,"Vynova is a leading European PVC and chlor-alkali company. We operate production sites in five countries and have over 1,275 employees, realising an annual turnover of 1 billion euros in 2023.

Established in 2015, Vynova is the chlor-vinyls platform of the International Chemical Investors Group (ICIG). Although we are a young company, we possess decades of expertise gained under the umbrella of major international chemical groups.

Our product offerings are comprised of multiple grades of suspension PVC (S-PVC), KOH and other potassium derivatives, caustic soda (NaOH) and sodium hypochlorite (NaOCl).

As a responsible manufacturer, we embrace sustainability and act with respect for the environment and the communities in which we operate. Our network of manufacturing sites includes plants in Tessenderlo (Belgium), Wilhelmshaven (Germany), Mazingarbe (France), Beek (the Netherlands) and Runcorn (UK) as well as an affiliated site in Thann (France).

Discover how we add value to the manufacturing process of numerous industrial products and consumer goods that improve our quality of life. ",Yes
SN120,What’S Cooking Group,what’scookinggroup,Salesnav,,#N/A,#N/A,http://www.whatscooking.group/en-gb,www.whatscooking.group,whatscooking,Food and Beverage Manufacturing,"Chilled Lasagne, Chilled Pasta meals, Chilled Pizza, Cooked Ham, Paté, Dried sausage, Cooked sausage, Poultry, Slicing and packaging of processed meats, Chilled Moussaka",603,1001 to 5000,"Zomergem, Flemish Region, Belgium",https://www.linkedin.com/company/26409,Public Company,?,https://media.licdn.com/dms/image/v2/C4E0BAQEEGL9xhgTJCw/company-logo_400_400/company-logo_400_400/0/1678170123904/ter_beke_logo?e=1733961600&v=beta&t=D1KVWrbWG5zuHxXL0WStmB3oLdVJe8LBTOyJWBsfCCM,"What’s Cooking? (previously known as Ter Beke Group) is a listed (EBR:WHATS) European Fresh Savoury Food Group headquartered in Belgium. All over Europe and beyond, we offer a wide range of high-quality and innovative savoury cold cuts and ready-meal food products as well as related services. 
Day by day, we make sustainable food second nature by increasing the world’s appetite for tasty, convenient meals, crafted with care both for people and planet. 
Our clients and consumers are always on our hungry minds while we prepare our food products, as is the well-being of the approximately 2,500 dedicated people at our headquarter, 12 industrial sites in Belgium, the Netherlands, France, Poland, and the UK, and 7 sales offices. 
What’s Cooking? is our new name, but the company behind it has been around for 75 years. We are a listed family company on Euronext Brussels since 1986 (EBR:WHATS) and we delivered a 832-million-euro turnover in 2023.
 
Feel free to visit our website www.whatscooking.group if you want to know What’s Cooking?",Yes
SN121,Willemen Infra,willemeninfra,Salesnav,,#N/A,#N/A,http://www.willemeninfra.be,www.willemeninfra.be,willemeninfra,Civil Engineering,"wegenbouw, recycling beton, asfalt en bouwpuin, asfaltproductie, betonwerken, asfaltwerken",300,1001 to 5000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/18711400,Public Company,?,https://media.licdn.com/dms/image/v2/C4D0BAQHkhlVwgPd3yg/company-logo_400_400/company-logo_400_400/0/1630576025327/willemen_infra_logo?e=1733961600&v=beta&t=rTOis1lro_X9tQe1Re6lC4vQzDLuielVbHeAzcuPs-o,"WILLEMEN INFRA beheerst alle aspecten van de wegenbouw. Niet alleen de uitvoerende werken, maar ook alle ondersteunende diensten hebben we in eigen beheer: laboratoria, studiediensten, onderhoudsdiensten, landmeters, signalisatie, … Ook in de haven en de petrochemie zijn we sterk vertegenwoordigd.

Met onze vijf asfaltproductieplants en drie (mobiele) betoncentrales zijn we ook een van de belangrijkste producenten van asfalt en wegenisbeton. Verder beschikken we ook over eigen recyclingsites waardoor we een actieve bijdrage kunnen leveren aan het hergebruiken van beton-, asfalt- en bouwpuin.

We dragen duurzaamheid hoog in het vaandel. Dit uit zich enerzijds in het voortdurend nastreven van de hoogst mogelijke kwaliteit en veiligheid tijdens de productie van de materialen en de uitvoering van de werken. Anderzijds in het belang dat we hechten aan de impact van onze activiteiten op het milieu en de maatschappij.

Willemen Infra, met hoofdzetel in Drongen en vestigingen in Hasselt, Kapellen en Fleurus, is op 1 juli 2018 ontstaan uit een fusie tussen Aswebo, Aannemingen Van Wellen en Kumpen infra. 

FR 

WILLEMEN INFRA maîtrise tous les aspects de la construction des routes. Les travaux d'exécution, mais également tous les services auxiliaires tels que laboratoires, services d'études, services d'entretien, géomètres, signalisation... se font en gestion propre. Nous jouissons par ailleurs d'une forte représentation dans les ports et dans la pétrochimie.

Avec nos cinq centrales de production d'asphalte et trois centrales à béton (mobiles), nous comptons parmi les plus importants producteurs d'asphalte et de béton pour voiries. Nous disposons en outre de nos propres sites de recyclage, ce qui nous permet de contribuer activement à la revalorisation des déchets de béton, d'asphalte et de construction.",Yes
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
